claim_id,slide_number,claim,source_path,table_row_or_json_key,experiment_identity,data_scope,target_policy,evaluation_support,aggregation,comparator,status,limitation
C102,13,"Locked comparison: mean baseline RMSE 73.6023, R2 -0.3066",2_architecture_experiments/2_model_architecture_study/runs/run_5/7_architecture_comparison/architecture_comparison.csv,model_family=mean_baseline,architecture study run 5,20 locked scenarios x 100 held-out UAVs,raw fitting target,raw endpoint RUL,single deterministic run,same locked endpoints,verified,
C103,13,"Hybrid study control: tree blend mean RMSE 11.5080, mean R2 0.8795",2_architecture_experiments/2_model_architecture_study/runs/run_8/7_architecture_comparison/hybrid_architecture_summary.csv,model_family=current_tree_blend,architecture study run 8,early/middle scenarios; fitting cap 125; metrics vs raw RUL,fitting cap 125,true RUL restricted to 1-125,mean over 5 outer folds,n/a,verified,Different protocol from run 5; not comparable with C37-C42
C104,14,"Uncalibrated control: mean-fold R2 0.89422, RMSE 10.5306, RMS overprediction 7.255",2_architecture_experiments/1_pipeline_experiments/experiments/PE_4/runs/run_1/reporting/calibration_summary.csv,policy=control,PE_4,"500 development OOF rows, 5 outer folds",fitting cap 125,true RUL restricted to 1-125,mean over 5 outer folds,n/a,verified,"Source predictions are Phase 3 Run 5, not Run 7"
C105,14,"q = 0.50: mean-fold R2 0.89456, RMS overprediction 6.817 - the most accurate policy",2_architecture_experiments/1_pipeline_experiments/experiments/PE_4/runs/run_1/reporting/calibration_summary.csv,policy=q_0.50,PE_4,"500 development OOF rows, 5 outer folds",fitting cap 125,true RUL restricted to 1-125,mean over 5 outer folds,control,verified,
C106,14,"q = 0.55 was selected: mean-fold R2 0.89253, RMSE 10.6430, RMS overprediction 6.567",2_architecture_experiments/1_pipeline_experiments/experiments/PE_4/runs/run_1/reporting/calibration_summary.csv; .../artifacts/selected_calibrator.json,policy=q_0.55; selection,PE_4,"500 development OOF rows, 5 outer folds",fitting cap 125,true RUL restricted to 1-125,mean over 5 outer folds,control,verified,"Reduced overprediction is an error property, not evidence about flight safety"
C107,14,"q = 0.70: mean-fold R2 0.87070, RMS overprediction 5.053 - rejected accuracy loss",2_architecture_experiments/1_pipeline_experiments/experiments/PE_4/runs/run_1/reporting/calibration_summary.csv,policy=q_0.70,PE_4,"500 development OOF rows, 5 outer folds",fitting cap 125,true RUL restricted to 1-125,mean over 5 outer folds,control,verified,
C108,14,"The selection rule admits only policies within 0.005 mean-fold R2 of the best, then minimises RMS overprediction",2_architecture_experiments/1_pipeline_experiments/experiments/PE_4/runs/run_1/artifacts/selected_calibrator.json,selection.selection_rule; r2_tolerance,PE_4,development,n/a,n/a,n/a,n/a,verified,"A practical gate declared in advance, not a statistical test"
C109,15,"The retained ensemble uses 3 seeded XGBoost and 3 seeded ExtraTrees members (seeds 13, 37, 73)",3_final_model_training_and_inference/runs/run_7/1_winning_architecture_selection/artifacts/residual_ensemble_contract.json,components; member_seeds,Phase 3 Run 7,all 100 training UAVs,fitting cap 125,n/a,n/a,n/a,verified,
C110,15,The family blend weight is chosen from an 11-point grid using 4 internal training-side folds,3_final_model_training_and_inference/runs/run_7/1_winning_architecture_selection/artifacts/residual_ensemble_contract.json,xgboost_weight_grid; internal_folds,Phase 3 Run 7,training-side data only,fitting cap 125,n/a,n/a,n/a,verified,
C111,15,"The residual head is a histogram-gradient model with 7 leaves, 100 iterations, learning rate 0.05, L2 10, seed 13",3_final_model_training_and_inference/runs/run_7/1_winning_architecture_selection/artifacts/residual_ensemble_contract.json,residual_model,Phase 3 Run 7,training-side calibration endpoints,fitting cap 125,n/a,n/a,n/a,verified,
C112,15,"The residual head reads 8 sensor features: baseline delta and history slope for channels 07, 13, 19, 21",3_final_model_training_and_inference/runs/run_7/1_winning_architecture_selection/artifacts/residual_ensemble_contract.json,residual_features,Phase 3 Run 7,training-side calibration endpoints,fitting cap 125,n/a,n/a,n/a,verified,Feature association only; no physical sensor meaning is claimed
C113,15,The final estimate is clipped at a nonnegative minimum of 0,3_final_model_training_and_inference/runs/run_7/2_final_configuration_search/artifacts/selected_configuration.json,prediction_minimum,Phase 3 Run 7,test inference,fitting cap 125,n/a,n/a,n/a,verified,Prediction clipping is distinct from fitting-target capping
C114,15,Residual correction reduced mean RMSE from 11.5080 to 11.0243 (4.20%) and won 5 of 5 folds,2_architecture_experiments/1_pipeline_experiments/experiments/PE_11/runs/run_1/reporting/summary.csv; .../winner_manifest.json,method=residual_corrected; relative_rmse_improvement_vs_control; fold_wins_vs_control,PE_11,"development, 5 outer folds",fitting cap 125,true RUL restricted to 1-125,mean over 5 outer folds,frozen PE_3 calibrated blend (blend_xgb_0.50__calibrated),verified,The PE_11 report is not a fully nested estimate of its own stack; see backup B3
C115,15,"Simple six-member averaging reached only 12.0181, worse than the 11.5080 control",2_architecture_experiments/1_pipeline_experiments/experiments/PE_11/runs/run_1/reporting/summary.csv,method=member_mean,PE_11,"development, 5 outer folds",fitting cap 125,true RUL restricted to 1-125,mean over 5 outer folds,frozen PE_3 calibrated blend,verified,
C116,15,The residual head is refitted by the Phase 3 Run 7 adapter on all 100 training UAVs,3_final_model_training_and_inference/runs/run_7/1_winning_architecture_selection/artifacts/residual_ensemble_contract.json,residual stage,Phase 3 Run 7,all 100 training UAVs,fitting cap 125,raw endpoint labels,cross-fitted internal groups,none,documented,
C117,16,"The saved Run 7 development set has 500 rows, 100 UAVs and 444 distinct (UAV, cutoff) endpoints",literature_and_planning/development_documentation/r2_research_2026_09_07/diagnostic_summary.json,run7.rows; run7.uavs; unique_uav_cutoff_pairs,Phase 3 Run 7 diagnostics,500 development rows,fitting cap 125,true RUL restricted to 1-125,pooled,n/a,verified,
C118,16,True RUL bands 51-125 hold 90.5% of the squared error from 79.6% of the rows,literature_and_planning/development_documentation/r2_research_2026_09_07/error_bands.csv,"run=7, grouping=observed_rul, sse_share",Phase 3 Run 7 diagnostics,500 development rows,fitting cap 125,true RUL restricted to 1-125,share of pooled squared error,n/a,verified,Descriptive for this saved prediction set only
C119,16,Bias is +4.92 cycles in the 76-100 band and -4.54 in the 101-125 band,literature_and_planning/development_documentation/r2_research_2026_09_07/error_bands.csv,"run=7, grouping=observed_rul, bias",Phase 3 Run 7 diagnostics,500 development rows,fitting cap 125,true RUL restricted to 1-125,mean signed error per band,n/a,verified,Narrow-band R2 is unstable here; band RMSE and bias are used instead
C120,16,The ten highest-error UAVs contribute 38.7% of the total squared error,literature_and_planning/development_documentation/r2_research_2026_09_07/diagnostic_summary.json,run7_top10_uavs_sse_share,Phase 3 Run 7 diagnostics,500 development rows,fitting cap 125,true RUL restricted to 1-125,share of pooled squared error,n/a,verified,Inspect their trajectories for hypotheses; no UAV-specific correction was made
C121,16,Forecast-history screen control: mean RMSE 11.0243,2_architecture_experiments/1_pipeline_experiments/experiments/PE_15/runs/run_1/reporting/summary.csv,method=control,PE_15,"development, 5 outer folds, saved base predictions",fitting cap 125,true RUL restricted to 1-125,mean over 5 outer folds,n/a,verified,Screening control differs from the PE_20 control
C122,16,"Forecast-history screen: mean RMSE 9.5916, 13.00% better, 5 of 5 folds, bootstrap RMSE delta [-1.944, -0.946]",2_architecture_experiments/1_pipeline_experiments/experiments/PE_15/runs/run_1/reporting/summary.csv; .../promotion_decisions.csv,method=prediction_history,PE_15,"development, 5 outer folds, saved base predictions",fitting cap 125,true RUL restricted to 1-125,"mean over 5 outer folds; 1,000 UAV bootstrap resamples",its own control,verified,"The base predictions came from a global out-of-fold table, so this is a screen, not a validation result"
C123,16,Complete nested refit control: mean RMSE 10.2361 (the retained Run 7 recipe),2_architecture_experiments/1_pipeline_experiments/experiments/PE_20/runs/run_1/reporting/summary.csv,method=control,PE_20,"development, 5 outer and 20 inner cells, complete refit",fitting cap 125,true RUL restricted to 1-125,mean over 5 outer folds,n/a,verified,
C124,16,Under a complete nested refit the same features regressed by 1.56% and won 2 of 5 folds,2_architecture_experiments/1_pipeline_experiments/experiments/PE_20/runs/run_1/reporting/summary.csv; .../promotion_decisions.csv,method=prediction_history; relative_rmse_improvement,PE_20,"development, complete nested refit",fitting cap 125,true RUL restricted to 1-125,"mean over 5 outer folds; 1,000 UAV bootstrap resamples",its own control,verified,Different control and procedure from PE_15; the two must not be plotted on one improvement curve
C125,16,"TabPFN blend on five folds: mean RMSE 10.1035 versus control 10.2361, 1.30% better, 4 of 5 folds",2_architecture_experiments/1_pipeline_experiments/experiments/PE_18/runs/run_1/reporting/summary.csv,method=control_plus_tabpfn_full,PE_18,"development, 5 outer folds, complete outer evaluation",fitting cap 125,true RUL restricted to 1-125,mean over 5 outer folds; fold-win count,Run 7 control,verified,Passed a practical gate; the paired bootstrap interval crossed zero
C126,16,The pre-registered regime gate gave 1.896% with 11 of 15 fold wins against a required 12 of 15,2_architecture_experiments/1_pipeline_experiments/experiments/PE_24/runs/run_1/reporting/summary.csv; .../winner_manifest.json,method=regime_tabpfn_blend; minimum_fold_wins; status,PE_24,"development, 15 outer partitions on 3 split seeds",fitting cap 125,true RUL restricted to 1-125,mean over 15 folds; fold-win count,Run 7 control (10.3106),verified,
C127,16,Neither sequence was promoted; Phase 3 Run 7 remains the retained model,2_architecture_experiments/1_pipeline_experiments/experiments/PE_24/runs/run_1/reporting/winner_manifest.json,winner=control; promoted=false,"PE_20, PE_21, PE_24",development,fitting cap 125,n/a,n/a,Run 7 control,verified,
C128,17,Phase 3 Run 6 reached mean-fold R2 0.89274 and mean-fold RMSE 10.6332,3_final_model_training_and_inference/runs/run_6/7_post_run_reporting/report_summary.json,selected_mean_fold_r2; selected_mean_fold_rmse,Phase 3 Run 6,"5 development folds, 500 rows",fitting cap 125,true RUL restricted to 1-125,mean over 5 folds,n/a,verified,
C129,17,Phase 3 Run 7 reached mean-fold R2 0.90041 and mean-fold RMSE 10.2361,3_final_model_training_and_inference/runs/run_7/7_post_run_reporting/report_summary.json,selected_mean_fold_r2; selected_mean_fold_rmse,Phase 3 Run 7,"5 development folds, 500 rows",fitting cap 125,true RUL restricted to 1-125,mean over 5 folds,Run 6,verified,Development scope only
C130,17,Recorded public R2 for Run 7 is 0.87652,literature_and_planning/development_documentation/r2_research_2026_09_07/kaggle_scores.csv,submission_description=run_7,Phase 3 Run 7,Kaggle public leaderboard,fitting cap 125,hidden test endpoints,single score,Run 6,documented,Transcribed from user-supplied screenshots; the private 70% is unknown
C131,17,Reaching public R2 0.9 from 0.87652 needs about 10.0% lower RMSE on the same scored set,literature_and_planning/development_documentation/r2_research_2026_09_07/diagnostic_summary.json,public_rmse_reduction_needed_from_run7,derived quantity,Kaggle public leaderboard,n/a,hidden test endpoints,sqrt((1-0.90)/(1-0.87652)),n/a,verified,A relative requirement; absolute public RMSE is unknown
C132,17,The project runs in four ordered phases with one output each,README.md,Repository structure,project structure,n/a,n/a,n/a,n/a,none,documented,
C133,B1,Six channels stay flat across all flight cycles in the fleet-level trend view,literature_and_planning/development_documentation/phase_0_dataAnalysis.md,Cycle-wise fleet-level telemetry trend analysis,Phase 0 broad review,raw training data,n/a,n/a,100 training UAVs,none,documented,"Late cycles have few surviving UAVs, so fleet trends there carry survivor bias"
C134,B1,"Channel medians span about 11 (telemetry_02) to about 50,018 (telemetry_15)",0_data_analysis/broad_data_review/figures/descriptive_statistics/descriptive_statistics.csv,median,Phase 0 broad review,raw training data,n/a,n/a,100 training UAVs,none,verified,
C135,B1,"About 97% of training extremes in telemetry_04, 10 and 11 are isolated single-cycle readings",literature_and_planning/development_documentation/phase_0_dataAnalysis.md,Tukey's Range Test,Phase 0 broad review,raw training data,n/a,n/a,100 training UAVs,none,documented,
C136,B1,Extremes in telemetry_01 and 18 form long runs concentrated in 8 and 9 UAVs,0_data_analysis/core_data_analysis/figures/anomalies/anomaly_channel_summary.csv,robust_extreme_uavs,Phase 0 broad review,raw training data,n/a,n/a,100 training UAVs,none,verified,
C137,B1,"Row-level asymmetry is concentrated in telemetry_07, 16, 18, 23 and 25",literature_and_planning/development_documentation/phase_0_dataAnalysis.md,Row-level statistics,Phase 0 broad review,raw training data,n/a,n/a,100 training UAVs,none,documented,
C138,B1,"Fourteen channels change monotonically across the 1-50, 51-100, 101-200 and >200 cycle bands",literature_and_planning/development_documentation/phase_0_dataAnalysis.md,Age-band statistics,Phase 0 broad review,raw training data,n/a,n/a,100 training UAVs,none,documented,
C139,B1,"telemetry_05, 07, 16 and 18 are discrete or regime-like in the distribution view",literature_and_planning/development_documentation/phase_0_dataAnalysis.md,Histograms and box plots,Phase 0 broad review,raw training data,n/a,n/a,100 training UAVs,none,documented,
C140,B1,telemetry_16 has a flatline run of at least 5 cycles in 90% of UAVs but only 4.761% of rows,0_data_analysis/core_data_analysis/figures/channel_classification/channel_classification.csv,"uavs_with_flatline_percent, flatline_rows_percent",Phase 0 broad review,raw training data,n/a,n/a,100 training UAVs,none,verified,
C141,B2,telemetry_06/12 correlate at -0.999 between UAVs and telemetry_13/28 at -0.995,0_data_analysis/core_data_analysis/figures/feature_redundancy/strongly_correlated_pairs.csv,uav_pearson,"Phase 0 core analysis, redundancy and anomalies",raw training data,n/a,n/a,100 training UAVs,none,verified,
C142,B2,telemetry_15/23 correlate at -0.954 across rows and -0.983 between UAVs,0_data_analysis/core_data_analysis/figures/feature_redundancy/strongly_correlated_pairs.csv,"row_pearson, uav_pearson","Phase 0 core analysis, redundancy and anomalies",raw training data,n/a,n/a,100 training UAVs,none,verified,
C143,B2,Robust extremes affect 8.447% of telemetry_26 rows across 48 UAVs,0_data_analysis/core_data_analysis/figures/anomalies/anomaly_channel_summary.csv,"robust_extreme_rows_percent, robust_extreme_uavs","Phase 0 core analysis, redundancy and anomalies",raw training data,n/a,n/a,100 training UAVs,none,verified,
C144,B2,telemetry_18 has 7.249% extreme rows in 9 UAVs and 19.478% large jumps across 84 UAVs,0_data_analysis/core_data_analysis/figures/anomalies/anomaly_channel_summary.csv,"robust_extreme_rows_percent, jump_rows_percent, jump_uavs","Phase 0 core analysis, redundancy and anomalies",raw training data,n/a,n/a,100 training UAVs,none,verified,
C145,B2,telemetry_01 has 5.283% extreme rows concentrated in 8 UAVs,0_data_analysis/core_data_analysis/figures/anomalies/anomaly_channel_summary.csv,"robust_extreme_rows_percent, robust_extreme_uavs","Phase 0 core analysis, redundancy and anomalies",raw training data,n/a,n/a,100 training UAVs,none,verified,
C146,B2,"telemetry_04, 10 and 24 have extremes and jumps in 99 of 100 UAVs",0_data_analysis/core_data_analysis/figures/anomalies/anomaly_channel_summary.csv,"robust_extreme_uavs, jump_uavs","Phase 0 core analysis, redundancy and anomalies",raw training data,n/a,n/a,100 training UAVs,none,verified,"Fleet-wide occurrence reads as normal operating behaviour, not sensor failure"
C147,B2,"Persistent shifts were detected only in telemetry_19 and 21, five training UAVs each",0_data_analysis/core_data_analysis/figures/anomalies/anomaly_channel_summary.csv,permanent_shift_uavs,"Phase 0 core analysis, redundancy and anomalies",raw training data,n/a,n/a,100 training UAVs,none,verified,
C148,B2,"No row, UAV or channel was deleted on anomaly evidence",literature_and_planning/development_documentation/phase_0_dataAnalysis.md,"Anomaly diagnostics, What this means for us","Phase 0 core analysis, redundancy and anomalies",raw training data,n/a,n/a,100 training UAVs,none,documented,
C149,B3,The baseline mean uses the first ten available readings of a prefix,literature_and_planning/development_documentation/phase_1_datasetConstruction.md,Baseline mean,Phase 1 feature engineering,training prefixes,n/a,n/a,100 training UAVs,none,documented,
C150,B3,History slope is the linear regression slope of telemetry against flight cycle,literature_and_planning/development_documentation/phase_1_datasetConstruction.md,History slope,Phase 1 feature engineering,training prefixes,n/a,n/a,100 training UAVs,none,documented,
C151,B3,"If a prefix is shorter than a requested window, the complete prefix is used",literature_and_planning/development_documentation/phase_1_datasetConstruction.md,"Recent 5-, 20- and 50-cycle features",Phase 1 feature engineering,training prefixes,n/a,n/a,100 training UAVs,none,documented,
C152,B3,The raw datasets are never shortened; the cutoff is applied while calculating features,literature_and_planning/development_documentation/phase_1_datasetConstruction.md,Prefix feature engineering,Phase 1 feature engineering,training prefixes,n/a,n/a,100 training UAVs,none,documented,
C153,B3,All four feature tables are checked for missing and non-finite values,1_dataset_construction/10_automated_leakage_checks/artifacts/verification_report.json,assertions.feature_tables_finite,Phase 1 legacy profile,all Phase 1 feature tables,n/a,n/a,100 training UAVs,none,verified,
C154,B4,"Baseline bias by cutoff band: +4.980, +11.320, +38.872 and -15.128 cycles",1_dataset_construction/9_cycle_only_baseline/artifacts/metrics/age_band_metrics.csv,bias,Phase 1 cycle-only baseline,20 locked scenarios by cutoff band,raw RUL,raw endpoint labels,per band,none,verified,
C155,B4,Baseline outer-fold R2 ranges from -0.068 to +0.040,1_dataset_construction/9_cycle_only_baseline/artifacts/metrics/fold_metrics.csv,r2,Phase 1 cycle-only baseline,5 outer folds of 20 UAVs,raw RUL,raw endpoint labels,per fold,none,verified,
C156,B4,Baseline outer-fold RMSE ranges from 55.570 to 76.307 cycles,1_dataset_construction/9_cycle_only_baseline/artifacts/metrics/fold_metrics.csv,rmse,Phase 1 cycle-only baseline,5 outer folds of 20 UAVs,raw RUL,raw endpoint labels,per fold,none,verified,
C157,B4,The shortest-lifetime quintile has baseline R2 -3.274 and bias +72.359 cycles,1_dataset_construction/9_cycle_only_baseline/artifacts/metrics/lifetime_quantile_metrics.csv,"r2, bias",Phase 1 cycle-only baseline,terminal-lifetime quintiles,raw RUL,raw endpoint labels,per quintile,none,verified,
C158,B4,The longest-lifetime quintile has baseline R2 -0.059 and bias -70.821 cycles,1_dataset_construction/9_cycle_only_baseline/artifacts/metrics/lifetime_quantile_metrics.csv,"r2, bias",Phase 1 cycle-only baseline,terminal-lifetime quintiles,raw RUL,raw endpoint labels,per quintile,none,verified,
C159,B4,"The best quintile is the fourth, at R2 +0.746 and RMSE 31.938 cycles",1_dataset_construction/9_cycle_only_baseline/artifacts/metrics/lifetime_quantile_metrics.csv,"r2, rmse",Phase 1 cycle-only baseline,terminal-lifetime quintiles,raw RUL,raw endpoint labels,per quintile,none,verified,
C160,B5,"Locked seed standard deviations: XGBoost 0.0055, sensor-graph TCN 0.1487, TCN 2.1691",2_architecture_experiments/2_model_architecture_study/runs/run_5/7_architecture_comparison/architecture_comparison.csv,r2_seed_sd,architecture study run 5,20 locked scenarios x 100 UAVs,raw fitting target,raw endpoint RUL,population SD over 3 seeds,across architectures,verified,Seed variation is reported; the best seed is never selected
C161,B5,"Locked 95% UAV-bootstrap R2 intervals, e.g. XGBoost 0.7528-0.8437 and multi-scale CNN 0.2317-0.4691",2_architecture_experiments/2_model_architecture_study/runs/run_5/7_architecture_comparison/architecture_comparison.csv,r2_ci_lower_95; r2_ci_upper_95,architecture study run 5,20 locked scenarios x 100 UAVs,raw fitting target,raw endpoint RUL,"1,000 whole-UAV bootstrap resamples",across architectures,verified,Intervals are conditional on the fitted models; they exclude training and selection uncertainty
C162,B5,Trajectory DTW-kNN reached R2 0.5067 at RMSE 45.2239 in a single deterministic run,2_architecture_experiments/2_model_architecture_study/runs/run_5/7_architecture_comparison/architecture_comparison.csv,model_family=trajectory_dtw_knn,architecture study run 5,20 locked scenarios x 100 UAVs,raw fitting target,raw endpoint RUL,single run,same locked endpoints,verified,
C163,B5,The TCN reached R2 -2.4231 at RMSE 111.2088 with seed SD 2.1691,2_architecture_experiments/2_model_architecture_study/runs/run_5/7_architecture_comparison/architecture_comparison.csv,model_family=tcn,architecture study run 5,20 locked scenarios x 100 UAVs,raw fitting target,raw endpoint RUL,mean over 3 seeds,same locked endpoints,verified,Highly unstable across seeds; a result for this configuration and budget only
C164,B6,"Dedicated temporal study: LSTM 0.6531 / 19.570, GRU 0.6424 / 19.832, TCN 0.5969 / 21.084, multi-scale CNN 0.5325 / 22.712",2_architecture_experiments/2_model_architecture_study/runs/run_7/7_architecture_comparison/temporal_architecture_summary.csv,all model_family rows,architecture study run 7 (temporal),"frozen PE_6 dense sampling policy, lookback 20",fitting cap 125,as per that study,mean over 5 folds,its own accuracy gate,verified,Its own endpoints and protocol; not on a common scale with runs 5 or 8
C165,B6,Hybrid GRU mean RMSE 14.6185 and 0 of 5 fold wins against the tree control,2_architecture_experiments/2_model_architecture_study/runs/run_8/7_architecture_comparison/hybrid_architecture_summary.csv,model_family=hybrid_gru,architecture study run 8,early/middle scenarios; fitting cap 125; metrics vs raw RUL,fitting cap 125,true RUL restricted to 1-125,mean over 5 outer folds; fold-win count,current_tree_blend,verified,Result for the tested representation and budget only
C166,B6,Hybrid CNN mean RMSE 17.6705 and 0 of 5 fold wins,2_architecture_experiments/2_model_architecture_study/runs/run_8/7_architecture_comparison/hybrid_architecture_summary.csv,model_family=hybrid_cnn,architecture study run 8,early/middle scenarios; fitting cap 125; metrics vs raw RUL,fitting cap 125,true RUL restricted to 1-125,mean over 5 outer folds; fold-win count,current_tree_blend,verified,Result for the tested representation and budget only
C167,B6,The dedicated temporal study's best model was LSTM at mean RMSE 19.5698 and mean R2 0.6531,2_architecture_experiments/2_model_architecture_study/runs/run_7/7_architecture_comparison/temporal_architecture_summary.csv,model_family=lstm,architecture study run 7 (temporal),"frozen PE_6 dense sampling policy, lookback 20",fitting cap 125,as per that study,mean over 5 folds,its own accuracy gate,verified,Different endpoints and protocol from run 5 and run 8; must not be placed on a common ranking
C168,B7,Overprediction rates across the four cells range from 46.70% to 71.35% (XGBoost and ExtraTrees),literature_and_planning/development_documentation/pipeline_experiments.md,"Development Results table, overprediction rate column",PE_1 and PE_2 2x2,development inner folds,as per cell,as per cell,mean over 5 outer folds,across cells,documented,"Overprediction rate is a safety-oriented diagnostic, not the selection metric"
C169,B7,The early/middle profile assigns test-like cutoffs only where true RUL lies between 1 and 125,2_architecture_experiments/1_pipeline_experiments/experiments/_internal/shared_settings.toml,scenario profile early_and_middle,shared protocol,development and locked,n/a,true RUL restricted to 1-125,n/a,current profile,documented,Matching the cutoff marginal does not make the joint distribution match hidden test endpoints
C170,B8,Full PE_4 policy table: R2 falls from 0.89456 to 0.87070 as RMS overprediction falls from 6.817 to 5.053,2_architecture_experiments/1_pipeline_experiments/experiments/PE_4/runs/run_1/reporting/calibration_summary.csv,all policy rows,PE_4,"500 development OOF rows, 5 outer folds",fitting cap 125,true RUL restricted to 1-125,mean over 5 outer folds,control,verified,A monotone trade-off across the pre-declared quantiles
C171,B8,The rejected uncertainty overlay improved near-failure RMS overprediction by 11.31% but raised RMSE by 1.71%,literature_and_planning/development_documentation/pipeline_experiments.md,PE_13 section,PE_13,development,fitting cap 125,true RUL restricted to 1-125,"cross-fitted, mean over folds",PE_11 residual-corrected control,documented,Against a declared 0.5% RMSE guard; the control was retained
C172,B8,That overlay lowered R2 from 0.88959 to 0.88574,literature_and_planning/development_documentation/pipeline_experiments.md,PE_13 section,PE_13,development,fitting cap 125,true RUL restricted to 1-125,mean over 5 outer folds,PE_11 residual-corrected control,documented,
C173,B9,Signal compression reduced R2 by roughly 0.09-0.11 in both model families,literature_and_planning/development_documentation/pipeline_experiments.md,Signal-family compression section,PE_signal_compression,development Step 5 only,raw fitting target,raw endpoint RUL,paired fold differences,individual features,documented,
C174,B9,Dense stride-5 prefixes reduced R2 by 0.0338 (XGBoost) and 0.0362 (ExtraTrees) and lost every fold,literature_and_planning/development_documentation/pipeline_experiments.md,Dense prefix training section,PE_dense_prefix_training,development Step 5 only,raw fitting target,raw endpoint RUL,paired fold differences; fold-win count,current20 prefixes,documented,
C175,B9,Per-UAV robust normalisation gave +0.0051 for XGBoost and -0.0065 for ExtraTrees,literature_and_planning/development_documentation/pipeline_experiments.md,Per-UAV baseline normalization section,PE_baseline_normalization,development Step 5 only,raw fitting target,raw endpoint RUL,paired fold differences,raw features,documented,Mixed and small; the control was retained
C176,B9,A failure-cycle target gave delta R2 -0.4002 and -0.5073 with 0 of 5 fold wins,literature_and_planning/development_documentation/pipeline_experiments.md,Failure-cycle target section,PE_failure_cycle_target,development Step 5 only,failure cycle instead of RUL,raw endpoint RUL,paired fold differences; fold-win count,raw RUL target,documented,
C177,B9,Personalised degradation-onset targets raised XGBoost RMSE from 12.15 to 19.59-19.69,literature_and_planning/development_documentation/pipeline_experiments.md,PE_8 to PE_10 conclusions,PE_8,development Step 5 only,onset-based targets,raw endpoint RUL,mean over 5 outer folds,cap 125,documented,Shows these fold-fitted change points discard absolute target information; not that all personalised models fail
C178,B9,"Drift-feature pruning: out-of-fold domain AUC 0.8565, but no treatment passed the accuracy gate",literature_and_planning/development_documentation/pipeline_experiments.md,PE_9 conclusions,PE_9,development Step 5 only,fitting cap 125,raw endpoint RUL,out-of-fold AUC; paired RMSE,unpruned control,documented,"The shift signal is kept as a diagnostic, not as feature importance"
C179,B9,Population degradation features worsened mean RMSE by 2.5% (histogram-gradient) and 11.8% (ridge),literature_and_planning/development_documentation/pipeline_experiments.md,PE_17 section,PE_17,development,fitting cap 125,true RUL restricted to 1-125,mean over 5 outer folds,Run 7 control,documented,
C180,B9,PE_28 confirmation uses grouped split seeds 20270117 and 20270127 on the same UAV population,2_architecture_experiments/1_pipeline_experiments/experiments/PE_28/README.md,confirmation stage,PE_28,development,fitting cap 125,raw development labels,n/a,unchanged Run 7,documented,"Fresh splits of previously examined UAVs are a robustness check, not an untouched holdout"
C181,B9,PE_28 defines ten feature representations ranging from 50 to 310 features,2_architecture_experiments/1_pipeline_experiments/experiments/PE_28/runs/run_1/reporting/input_verification.json,feature_sets,PE_28,development,fitting cap 125,raw development labels,n/a,n/a,verified,
C182,B9,The control set has 298 features; the alternative script's set has 266,2_architecture_experiments/1_pipeline_experiments/experiments/PE_28/runs/run_1/reporting/input_verification.json,feature_sets.A_current; feature_sets.B_other,PE_28,development,fitting cap 125,raw development labels,n/a,n/a,verified,"The alternative script builds 266 features from 22 sensors, not four features"
C183,B9,The design is 20 configurations with 100 screening evaluations on grouped seed 20270107,2_architecture_experiments/1_pipeline_experiments/experiments/PE_28/runs/run_1/reporting/input_verification.json; 2_architecture_experiments/1_pipeline_experiments/experiments/PE_28/README.md,configurations; screen_recipe_evaluations,PE_28,development,fitting cap 125,raw development labels,n/a,n/a,verified,
C184,B9,"Screening requires a 2% mean-RMSE gain and 4 of 5 fold wins; confirmation requires 2%, 8 of 10, pooled R2 at least 0.90 and a favourable bootstrap interval",2_architecture_experiments/1_pipeline_experiments/experiments/PE_28/README.md,gates section,PE_28,development,fitting cap 125,raw development labels,n/a,unchanged Run 7,documented,"Practical gates declared in advance, not significance tests"
C185,B9,As of 8 September 2026 PE_28 has started training and has no complete winner manifest,2_architecture_experiments/1_pipeline_experiments/experiments/PE_28/runs/run_1/,cells present for seed 20270107 fold 0 only; no reporting/winner_manifest.json,PE_28,development,fitting cap 125,raw development labels,n/a,n/a,verified,Partial cells are not a comparison; refresh before presenting
C186,B9,A public score of 0.87877 was reported by the user for the alternative script,other_pipelines/uav_rul_pipeline_v4 (1).py (script); user report,no submission artifact,outside this pipeline,Kaggle public leaderboard,its own internal capped labels,hidden test endpoints,single score,not matched to Run 7,unverified,"User-reported; not Run 7's score, not a matched experiment, and its early-stopping and blend selection differ from ours"
C187,B10,The Run 7 pooled R2 UAV-bootstrap interval is 0.87779-0.92772,literature_and_planning/development_documentation/r2_research_2026_09_07/diagnostic_summary.json,conditional_uav_bootstrap_95_intervals.run7_pooled_r2,Phase 3 Run 7 diagnostics,500 development rows,fitting cap 125,true RUL restricted to 1-125,"3,000 whole-UAV bootstrap resamples",n/a,verified,Resamples fixed saved predictions; excludes training and selection uncertainty
C188,B10,The Run 7 minus Run 6 RMSE interval is -1.252 to +0.446 cycles,literature_and_planning/development_documentation/r2_research_2026_09_07/diagnostic_summary.json,conditional_uav_bootstrap_95_intervals.rmse_delta_run7_minus_run6,Phase 3 Run 7 diagnostics,500 development rows,fitting cap 125,true RUL restricted to 1-125,"3,000 whole-UAV bootstrap resamples",Run 6,verified,The point estimate favours Run 7; the interval does not establish a reliable improvement
