claim_id,slide_number,claim,source_path,table_row_or_json_key,experiment_identity,data_scope,target_policy,evaluation_support,aggregation,comparator,status,limitation
C88,12,Recorded public R2 for Run 4 is 0.84513,literature_and_planning/development_documentation/r2_research_2026_09_07/kaggle_scores.csv,submission_description=run_4,Phase 3 Run 4,"Kaggle public leaderboard, about 30% of the test set",fitting cap 125,hidden test endpoints,single score,n/a,documented,"Transcribed from user-supplied screenshots, not a live lookup"
C89,12,Recorded public R2 for Run 5 is 0.86525,literature_and_planning/development_documentation/r2_research_2026_09_07/kaggle_scores.csv,submission_description=run_5,Phase 3 Run 5,Kaggle public leaderboard,fitting cap 125,hidden test endpoints,single score,Run 4,documented,Transcribed from user-supplied screenshots
C90,12,Recorded public R2 for Run 6 is 0.86741,literature_and_planning/development_documentation/r2_research_2026_09_07/kaggle_scores.csv,submission_description=run_6,Phase 3 Run 6,Kaggle public leaderboard,fitting cap 125,hidden test endpoints,single score,Run 5,documented,Transcribed from user-supplied screenshots
C91,12,Recorded public R2 for Run 7 is 0.87652,literature_and_planning/development_documentation/r2_research_2026_09_07/kaggle_scores.csv,submission_description=run_7,Phase 3 Run 7,Kaggle public leaderboard,fitting cap 125,hidden test endpoints,single score,Run 6,documented,Transcribed from user-supplied screenshots; the private 70% is unknown
C92,12,Reaching public R2 0.9 from 0.87652 needs about 10.0% lower RMSE on the same scored set,literature_and_planning/development_documentation/r2_research_2026_09_07/diagnostic_summary.json,public_rmse_reduction_needed_from_run7,derived quantity,Kaggle public leaderboard,n/a,hidden test endpoints,sqrt((1-0.90)/(1-0.87652)),n/a,verified,A relative requirement; absolute public RMSE is unknown
C93,12,"The Run 6 to Run 7 public gain corresponds to 3.50% lower RMSE, close to the 3.52% measured in development",literature_and_planning/development_documentation/r2_research_2026_09_07/diagnostic_summary.json; literature_and_planning/development_documentation/r2_research_2026_09_07/report.md,public_run7_rmse_reduction_vs_run6,derived quantity,"public and development, reported separately",fitting cap 125,different target sets,relative RMSE change,Run 6,verified,"Two different evaluations; the agreement is supportive, not a validation"
C94,13,PE_28 defines ten feature representations ranging from 50 to 310 features,2_architecture_experiments/1_pipeline_experiments/experiments/PE_28/runs/run_1/reporting/input_verification.json,feature_sets,PE_28,development,fitting cap 125,raw development labels,n/a,n/a,verified,
C95,13,The control set has 298 features; the alternative script's set has 266,2_architecture_experiments/1_pipeline_experiments/experiments/PE_28/runs/run_1/reporting/input_verification.json,feature_sets.A_current; feature_sets.B_other,PE_28,development,fitting cap 125,raw development labels,n/a,n/a,verified,"The alternative script builds 266 features from 22 sensors, not four features"
C96,13,The design is 20 configurations with 100 screening evaluations on grouped seed 20270107,2_architecture_experiments/1_pipeline_experiments/experiments/PE_28/runs/run_1/reporting/input_verification.json; 2_architecture_experiments/1_pipeline_experiments/experiments/PE_28/README.md,configurations; screen_recipe_evaluations,PE_28,development,fitting cap 125,raw development labels,n/a,n/a,verified,
C97,13,"Screening requires a 2% mean-RMSE gain and 4 of 5 fold wins; confirmation requires 2%, 8 of 10, pooled R2 at least 0.90 and a favourable bootstrap interval",2_architecture_experiments/1_pipeline_experiments/experiments/PE_28/README.md,gates section,PE_28,development,fitting cap 125,raw development labels,n/a,unchanged Run 7,documented,"Practical gates declared in advance, not significance tests"
C98,13,As of 8 September 2026 PE_28 has started training and has no complete winner manifest,2_architecture_experiments/1_pipeline_experiments/experiments/PE_28/runs/run_1/,cells present for seed 20270107 fold 0 only; no reporting/winner_manifest.json,PE_28,development,fitting cap 125,raw development labels,n/a,n/a,verified,Partial cells are not a comparison; refresh before presenting
C99,13,A public score of 0.87877 was reported by the user for the alternative script,other_pipelines/uav_rul_pipeline_v4 (1).py (script); user report,no submission artifact,outside this pipeline,Kaggle public leaderboard,its own internal capped labels,hidden test endpoints,single score,not matched to Run 7,unverified,"User-reported; not Run 7's score, not a matched experiment, and its early-stopping and blend selection differ from ours"
C100,14,The project runs in four ordered phases with one output each,README.md,Repository structure,project structure,n/a,n/a,n/a,n/a,none,documented,
C101,B1,"Locked seed standard deviations: XGBoost 0.0055, sensor-graph TCN 0.1487, TCN 2.1691",2_architecture_experiments/2_model_architecture_study/runs/run_5/7_architecture_comparison/architecture_comparison.csv,r2_seed_sd,architecture study run 5,20 locked scenarios x 100 UAVs,raw fitting target,raw endpoint RUL,population SD over 3 seeds,across architectures,verified,Seed variation is reported; the best seed is never selected
C102,B1,"Locked 95% UAV-bootstrap R2 intervals, e.g. XGBoost 0.7528-0.8437 and multi-scale CNN 0.2317-0.4691",2_architecture_experiments/2_model_architecture_study/runs/run_5/7_architecture_comparison/architecture_comparison.csv,r2_ci_lower_95; r2_ci_upper_95,architecture study run 5,20 locked scenarios x 100 UAVs,raw fitting target,raw endpoint RUL,"1,000 whole-UAV bootstrap resamples",across architectures,verified,Intervals are conditional on the fitted models; they exclude training and selection uncertainty
C103,B1,Trajectory DTW-kNN reached R2 0.5067 at RMSE 45.2239 in a single deterministic run,2_architecture_experiments/2_model_architecture_study/runs/run_5/7_architecture_comparison/architecture_comparison.csv,model_family=trajectory_dtw_knn,architecture study run 5,20 locked scenarios x 100 UAVs,raw fitting target,raw endpoint RUL,single run,same locked endpoints,verified,
C104,B1,The TCN reached R2 -2.4231 at RMSE 111.2088 with seed SD 2.1691,2_architecture_experiments/2_model_architecture_study/runs/run_5/7_architecture_comparison/architecture_comparison.csv,model_family=tcn,architecture study run 5,20 locked scenarios x 100 UAVs,raw fitting target,raw endpoint RUL,mean over 3 seeds,same locked endpoints,verified,Highly unstable across seeds; a result for this configuration and budget only
C105,B2,"Dedicated temporal study: LSTM 0.6531 / 19.570, GRU 0.6424 / 19.832, TCN 0.5969 / 21.084, multi-scale CNN 0.5325 / 22.712",2_architecture_experiments/2_model_architecture_study/runs/run_7/7_architecture_comparison/temporal_architecture_summary.csv,all model_family rows,architecture study run 7 (temporal),"frozen PE_6 dense sampling policy, lookback 20",fitting cap 125,as per that study,mean over 5 folds,its own accuracy gate,verified,Its own endpoints and protocol; not on a common scale with runs 5 or 8
C106,B3,Overprediction rates across the four cells range from 46.70% to 71.35% (XGBoost and ExtraTrees),literature_and_planning/development_documentation/pipeline_experiments.md,"Development Results table, overprediction rate column",PE_1 and PE_2 2x2,development inner folds,as per cell,as per cell,mean over 5 outer folds,across cells,documented,"Overprediction rate is a safety-oriented diagnostic, not the selection metric"
C107,B3,The early/middle profile assigns test-like cutoffs only where true RUL lies between 1 and 125,2_architecture_experiments/1_pipeline_experiments/experiments/_internal/shared_settings.toml,scenario profile early_and_middle,shared protocol,development and locked,n/a,true RUL restricted to 1-125,n/a,current profile,documented,Matching the cutoff marginal does not make the joint distribution match hidden test endpoints
C108,B4,Full PE_4 policy table: R2 falls from 0.89456 to 0.87070 as RMS overprediction falls from 6.817 to 5.053,2_architecture_experiments/1_pipeline_experiments/experiments/PE_4/runs/run_1/reporting/calibration_summary.csv,all policy rows,PE_4,"500 development OOF rows, 5 outer folds",fitting cap 125,true RUL restricted to 1-125,mean over 5 outer folds,control,verified,A monotone trade-off across the pre-declared quantiles
C109,B4,The rejected uncertainty overlay improved near-failure RMS overprediction by 11.31% but raised RMSE by 1.71%,literature_and_planning/development_documentation/pipeline_experiments.md,PE_13 section,PE_13,development,fitting cap 125,true RUL restricted to 1-125,"cross-fitted, mean over folds",PE_11 residual-corrected control,documented,Against a declared 0.5% RMSE guard; the control was retained
C110,B4,That overlay lowered R2 from 0.88959 to 0.88574,literature_and_planning/development_documentation/pipeline_experiments.md,PE_13 section,PE_13,development,fitting cap 125,true RUL restricted to 1-125,mean over 5 outer folds,PE_11 residual-corrected control,documented,
C111,B5,Signal compression reduced R2 by roughly 0.09-0.11 in both model families,literature_and_planning/development_documentation/pipeline_experiments.md,Signal-family compression section,PE_signal_compression,development Step 5 only,raw fitting target,raw endpoint RUL,paired fold differences,individual features,documented,
C112,B5,Dense stride-5 prefixes reduced R2 by 0.0338 (XGBoost) and 0.0362 (ExtraTrees) and lost every fold,literature_and_planning/development_documentation/pipeline_experiments.md,Dense prefix training section,PE_dense_prefix_training,development Step 5 only,raw fitting target,raw endpoint RUL,paired fold differences; fold-win count,current20 prefixes,documented,
C113,B5,Per-UAV robust normalisation gave +0.0051 for XGBoost and -0.0065 for ExtraTrees,literature_and_planning/development_documentation/pipeline_experiments.md,Per-UAV baseline normalization section,PE_baseline_normalization,development Step 5 only,raw fitting target,raw endpoint RUL,paired fold differences,raw features,documented,Mixed and small; the control was retained
C114,B5,A failure-cycle target gave delta R2 -0.4002 and -0.5073 with 0 of 5 fold wins,literature_and_planning/development_documentation/pipeline_experiments.md,Failure-cycle target section,PE_failure_cycle_target,development Step 5 only,failure cycle instead of RUL,raw endpoint RUL,paired fold differences; fold-win count,raw RUL target,documented,
C115,B5,Personalised degradation-onset targets raised XGBoost RMSE from 12.15 to 19.59-19.69,literature_and_planning/development_documentation/pipeline_experiments.md,PE_8 to PE_10 conclusions,PE_8,development Step 5 only,onset-based targets,raw endpoint RUL,mean over 5 outer folds,cap 125,documented,Shows these fold-fitted change points discard absolute target information; not that all personalised models fail
C116,B5,"Drift-feature pruning: out-of-fold domain AUC 0.8565, but no treatment passed the accuracy gate",literature_and_planning/development_documentation/pipeline_experiments.md,PE_9 conclusions,PE_9,development Step 5 only,fitting cap 125,raw endpoint RUL,out-of-fold AUC; paired RMSE,unpruned control,documented,"The shift signal is kept as a diagnostic, not as feature importance"
C117,B5,Population degradation features worsened mean RMSE by 2.5% (histogram-gradient) and 11.8% (ridge),literature_and_planning/development_documentation/pipeline_experiments.md,PE_17 section,PE_17,development,fitting cap 125,true RUL restricted to 1-125,mean over 5 outer folds,Run 7 control,documented,
C118,B5,PE_28 confirmation uses grouped split seeds 20270117 and 20270127 on the same UAV population,2_architecture_experiments/1_pipeline_experiments/experiments/PE_28/README.md,confirmation stage,PE_28,development,fitting cap 125,raw development labels,n/a,unchanged Run 7,documented,"Fresh splits of previously examined UAVs are a robustness check, not an untouched holdout"
C119,B6,The Run 7 pooled R2 UAV-bootstrap interval is 0.87779-0.92772,literature_and_planning/development_documentation/r2_research_2026_09_07/diagnostic_summary.json,conditional_uav_bootstrap_95_intervals.run7_pooled_r2,Phase 3 Run 7 diagnostics,500 development rows,fitting cap 125,true RUL restricted to 1-125,"3,000 whole-UAV bootstrap resamples",n/a,verified,Resamples fixed saved predictions; excludes training and selection uncertainty
C120,B6,The Run 7 minus Run 6 RMSE interval is -1.252 to +0.446 cycles,literature_and_planning/development_documentation/r2_research_2026_09_07/diagnostic_summary.json,conditional_uav_bootstrap_95_intervals.rmse_delta_run7_minus_run6,Phase 3 Run 7 diagnostics,500 development rows,fitting cap 125,true RUL restricted to 1-125,"3,000 whole-UAV bootstrap resamples",Run 6,verified,The point estimate favours Run 7; the interval does not establish a reliable improvement
C121,B6,Removing repeated endpoints changes pooled R2 only from 0.90446 to 0.90494,literature_and_planning/development_documentation/r2_research_2026_09_07/diagnostic_summary.json,run7.r2; run7_unique_endpoint_metrics.r2,Phase 3 Run 7 diagnostics,500 rows versus 444 distinct endpoints,fitting cap 125,true RUL restricted to 1-125,pooled,all 500 rows,verified,Duplication affects weighting and precision even though it does not explain the headline number
C122,B6,The public leaderboard uses about 30% of the test data; the final standing uses the other 70%,literature_and_planning/KAGGLE_CHALLENGE.md,Evaluation section,competition rules,hidden test set,n/a,hidden test endpoints,n/a,n/a,documented,Public-leaderboard positions may change substantially on the private split
